,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
48,2018-01-02 19:00:00,"7,8","7,5831","11,5","56,0308","54,7932","44,503",,"55,8","24,0","43,149","61,832",,,"10,3739","41,3792","57,1392","28,3","49,4582","35,5272","37,7","71,644976","42,24","44,18584","49,729387","34,896073","45,775232","40,080611","34,25","36,17","64,24509","14,575","13,9","21,0",,"139,459","58,7425","27,8564","47,2193","48,3378","45,6",,,"57,09",,"24,0","33,9838","47,451",,,"21,3926","33,5007"
49,2018-01-02 20:00:00,"9,91371","16,8657","12,7","44,2022",,"34,9655",,"54,6","31,0","37,899","47,582",,,"9,03985","42,2864","43,8464","30,9","46,718","37,702093","36,4","62,124121","40,68","39,557966","80,339452","49,587868","46,594875","42,188029","35,96","37,55","60,954933","18,4722","15,3","20,0",,"84,7322","60,107","33,0889","38,8215",,"47,6",,,"58,27",,"14,0092","16,4202","49,396",,,"18,5841","27,0406"
50,2018-01-02 21:00:00,"7,05287","10,6736","15,1122","39,1328",,,,"62,0","14,0","18,999","43,307",,,"6,32162","38,7167","29,3632","32,8","38,1221","44,019639","37,6","68,023357","42,97","32,547081","76,31829","39,922214","52,605589","43,30372","38,66","41,78","51,933535","20,5249","12,7","15,0",,"73,8852","47,8934","31,9077","23,1279","80,4509","52,7",,,"82,57",,"17,7075","13,6135","46,3593",,,"10,89","18,9513"
51,2018-01-02 22:00:00,"10,4","11,754","14,1","37,6844","35,5709",,,"67,3","13,0","14,799","27,632",,,"6,80181","31,6173","22,4","20,6","37,0345","47,333762","37,7","66,412609","45,15","23,959036","44,887581","42,725254","55,610946","45,287173","40,45","47,31","41,213991","23,2467","25,4","16,0",,"73,376","42,3822","28,8138","21,6016","55,4192","32,8",,,"67,07",,"28,6","11,3896","47,5526",,,"15,4364","17,2159"
52,2018-01-02 23:00:00,"8,47145","14,7885","10,9804","29,3561","38,2442",,,"63,0","13,0","12,699","14,807",,,"9,64157","28,0863","10,8","13,6","38,049","48,369425","46,9","72,034838","50,24","21,668123","32,988226","49,877838","57,159161","44,79131","42,44","49,36","23,808","12,6995","16,2","22,0",,"57,6329","38,9957","31,5645","22,7357","51,1268","20,3",,,"58,9",,"27,2477","14,1225","48,0919",,,"12,2675","12,8855"
53,2018-01-03 00:00:00,"7,26729","13,797","15,8","20,3036","27,9329",,,"47,2","11,0","12,699","20,507",,,"7,98351","26,5117","18,0","11,9","22,023","45,6767","45,5","68,587632","49,7","19,745598","26,587194","48,331333","41,312732","37,849227","32,18","39,86","19,987173","19,4303","16,1","12,0",,"53,2795","38,2777","29,8162","18,4865","25,7009","4,2",,,"36,68",,"22,1711","13,3247","47,4038",,,"12,3167","10,3148"
54,2018-01-03 01:00:00,"11,4618","10,8877","10,85","14,9928","17,2397",,,"36,6","9,0","15,849","21,932",,,"7,86559","28,8134","23,5","25,5","18,9347","23,92777","40,0","40,312334","20,27","16,637324","20,104097","39,922214","25,375232","24,956787","21,42","23,2","16,590882","15,7669","19,7","12,0",,"40,7172","35,3364","20,1438","14,962","26,3744","4,6",,,"27,31",,"19,1859","14,4433","45,5568",,,"13,6276","10,5798"
55,2018-01-03 02:00:00,"11,5693","6,5723","10,2","13,9065","13,548",,,"34,8","20,0","17,949","13,382",,,"15,8551","28,4704","24,1056","23,7","20,4553","19,577984","20,1","19,988182","21,92","19,077894","16,985645","38,955648","25,557375","21,113849","20,37","23,68","17,121552","18,0828","17,6","16,0",,"27,8494","31,4768","19,1219","8,92063","12,5389","3,4",,,"5,45",,"21,5223","10,7011","44,6256",,,"13,8729","6,59652"
56,2018-01-03 03:00:00,"6,8","8,62284","10,2555","11,2511","15,8394",,,"32,9","21,0","16,899","7,682",,,"13,8876","29,2052","26,8","18,4","27,9119","17,920923","20,6","17,495113","13,08","17,777024","15,180226","34,896073","20,457375","21,485746","18,48","18,77","18,819698","12,1952","17,3","16,0",,"9,80037","26,4783","14,2923","8,34695","12,7584","4,1",,,"6,91",,"22,2544","11,4834","38,5353",,,"12,5225","10,4842"
57,2018-01-03 04:00:00,"1,08541","6,11337","9,0","9,5613","10,8747","8,803",,"33,4","21,0","14,799","13,382",,,"5,8393","28,2273","13,392","18,4","29,5861","17,195959","20,9","15,792029","13,12","17,028736","17,06771","28,613398","20,457375","18,014705","17,75","22,27","19,66877","15,5931","20,7","15,0",,"13,5688","18,2011","14,5325","4,7012","9,46449","8,9",,,"10,06",,"29,1059","10,8683","30,1964",,,"13,2715","10,1005"
58,2018-01-03 05:00:00,"3,06829","8,47344","8,7","9,8027","10,2382",,,"24,0","22,0","7,449","9,107",,,"4,82749","30,7744","15,6","18,0","25,8752","18,956586","14,1","18,069647","15,48","17,696439","20,596484","22,427379","23,462732","18,262636","18,09","22,64","20,836245","19,0264","23,1","24,0",,"13,4202","9,45979","16,382","3,54117","7,93214","8,6",,,"11,2",,"32,4179","11,4086","31,4027",,,"12,0883","7,24861"
59,2018-01-03 06:00:00,"5,7","12,5306","9,05831","9,682","10,2382",,,"16,5","14,0","5,349","7,682",,,"5,95739","34,895","16,6","18,1","23,4953","19,060153","14,8","23,661098","17,32","19,97584","24,043194","23,200631","26,832375","20,246088","22,02","22,18","18,925832","17,3978","24,2","27,0",,"13,2882","9,25245","19,3734","2,31776","10,4379","6,1",,,"15,71",,"30,8871","15,6411","21,4066",,,"11,3085","7,70508"
60,2018-01-03 07:00:00,"7,92359","13,158","8,40344","9,8027",,"13,6155",,"12,4","13,0","7,449","1,982",,,"8,22928","35,6545","21,7","28,5","24,5435","18,542321","15,3","24,174075","20,96","20,321204","22,15571","22,524036","27,834161","22,477472","22,72","21,64","17,970625","17,1424","25,0","30,0",,"17,8874","10,7327","19,8188","4,67403","10,3264","4,9",,,"16,98",,"24,695","26,3572","17,7697",,,"9,98304","5,40275"
61,2018-01-03 08:00:00,"5,82394","14,1109","12,6","8,9578",,,,"10,7","12,0","8,499","3,407",,,"6,18301","38,4107","34,8192","31,9","33,9228","19,474418","21,0","28,934502","19,58","17,443173","24,125258","21,944096","25,193089","21,609712","22,07","20,92","20,305575","13,5758","22,7","20,0",,"28,4607","12,6962","20,1934","5,74348","9,64795","4,5",,,"20,69",,"32,577","24,0486","17,1663",,,"8,33614","5,43661"
62,2018-01-03 09:00:00,"3,81278","7,60371","8,65759","13,1823","13,9299",,,"10,3","20,0","13,749","9,107",,,"5,29594","40,452","11,3","30,9","27,8945","21,545745","21,9","33,725708","20,83","21,783244","29,213258","21,170844","27,743089","21,36178","20,22","22,64","17,33382","13,6135","23,3","26,0",,"26,1816","14,1687","20,032","7,73389","11,2","8,1",,,"27,1",,"39,4379","21,6153","17,167",,,"8,28231","8,2274"
63,2018-01-03 10:00:00,"1,71874","11,2548","13,9187","13,7858","17,7489",,,"12,7","20,0","24,249","17,657",,,,"21,6868","5,9",,"13,7529","19,474418","21,9","39,532609","20,84","19,031846","22,483968","23,103975","26,285946","22,105575","19,71","21,91","15,423407","14,6209","27,0","36,0",,"30,2019","13,9311","14,0437","6,26735","13,0","12,7",,,"21,84",,"30,8491","20,2937","19,2767",,,"10,4183","7,01712"
64,2018-01-03 11:00:00,,"13,7672","11,2618",,"19,0219",,,"13,6","15,0","20,049","19,082",,,,"23,4482","4,2656","4,9","8,97653","14,192535","18,9","23,722655","15,56","18,329606","19,037258","23,007318","22,734161","18,13867","17,55","17,27","17,227686","13,11","25,8","20,0",,"21,8873","12,7509","9,60981","3,90747","10,2945","22,1",,,"11,99",,"15,999","13,9496","21,3769",,,"10,7431","5,90532"
65,2018-01-03 12:00:00,"4,67428","10,7746","15,6049",,"16,2213",,,"14,9","21,0","22,149","13,382",,,,"19,6748","4,5","7,4","6,41545","11,49981","13,9","15,10464","10,87","18,272046","16,657387","19,431026","22,187732","12,31228","13,82","13,5","17,33382",,"20,6","19,0",,"18,8503","10,0654","10,4495","2,69041","15,5084","17,1",,,"8,45",,"13,8234","10,629","18,1403",,,"8,23246","4,81757"
66,2018-01-03 13:00:00,"3,0","8,65292","10,4552",,"13,8026",,,"15,2","13,0","17,949","11,957",,,,"15,7394","4,5","7,6","5,98889","12,017642","12,2","12,314044","10,09","18,479264","17,478032","18,077835","22,916304","12,064348","12,5","13,62","17,652223",,"11,9","16,0",,"11,8111","7,57237","10,4283","3,29169","10,8801","7,5",,,"4,78",,"10,5555",,"15,4198",,,"8,22981","7,75444"
67,2018-01-03 14:00:00,"6,21237","11,6232","15,5983","11,7339","19,0219",,,"14,8","14,0","13,749","11,957",,,,"10,8592","4,5","10,3","6,90629","10,567713","10,0","11,093159","10,15","16,913615","18,544871","15,661421","19,455589","12,064348","12,24","12,59","25,293877",,"11,3","12,0",,"10,5614","6,29899","10,449","5,40118","11,0665","8,1",,,"4,75",,"8,09297","12,2636","15,3046",,,"7,71086","8,62351"
68,2018-01-03 15:00:00,"10,2635","5,743","11,0372","19,4587","27,0418",,,"18,2","17,0","16,899","6,257",,,,"12,5378","4,5","8,1","8,72398","13,77827","10,3","13,08351","10,12","14,28885","17,970419","16,338017","17,816304","12,436245","11,82","14,12","24,657073",,"13,0","15,0",,"9,76938","7,95131","12,2555","7,1815","15,8782","8,0",,,"6,28",,"15,9804","11,4409","17,9149",,,"9,14668","17,1877"
69,2018-01-03 16:00:00,"8,5739","13,9913","12,7607","14,9928","25,7688",,,"13,4","10,0","15,849","6,257",,,"6,70394","14,925","4,5","5,5","6,92853","16,781693","11,6","17,720823","11,34","16,038693","18,462806","17,981178","20,093089","15,783321","15,1","17,44","20,942379","4,99306","22,7","16,0",,"10,31","8,63666","10,4293","10,4189","13,1","7,6",,,"5,56",,"13,5606","9,84727","17,5928",,,"7,62849","12,355"
70,2018-01-03 17:00:00,"6,64191","9,59609","7,7","19,8208","25,1323",,,"16,4","10,0","23,199","17,657",,,"5,12761","24,0757","16,5","11,0","9,79387","17,195959","13,3","20,326747","13,49","14,461532","14,769903","17,884521","20,548446","17,022979","15,34","17,95","16,80315","10,6317","14,0","14,0",,"7,56491","5,86765","6,84529","11,7731","13,2314","8,4",,,"5,75",,"12,7428","16,6517","18,7601",,,"8,28991","8,1277"
71,2018-01-03 18:00:00,"9,542","12,1933","8,2","22,8383","25,3869",,,"26,1","9,0","31,599","29,057",,,"5,19124","20,5555","14,4","22,8","16,5819","13,985402","14,6","18,161983","16,73","15,866011","14,52371","18,947743","17,725232","15,411424","13,64","15,19","17,015418","7,71389","10,2","16,0",,"16,8591","5,289","5,93313","12,2766","11,7","11,9",,,"11,23",,"9,66156","20,612","16,8847",,,"8,73106","14,5506"
72,2018-01-03 19:00:00,"9,4","19,2015","10,7522","23,8039",,"14,753",,"23,5","9,0","34,749","37,607",,,"6,22091","9,2675","5,2576","14,1","18,6069","12,017642","13,9","19,670136","15,13","20,747153","12,143839","20,300935","13,627018","11,568485","11,29","12,06","17,227686","12,5432","12,8","14,0",,"20,3754","5,23139","7,39296","10,3813","16,1","15,0",,,"13,55",,"12,4464","16,2435","16,9744",,,"7,63164","15,7067"
73,2018-01-03 20:00:00,"7,43646","16,6965","12,5789","24,166","26,4053",,,"9,8","20,0","49,449","37,607",,,"4,06213","9,04558","4,5","6,4","18,2275","12,328341","13,9","21,157769","11,27","24,212302","16,082935","20,204279","13,900232","10,700725","10,43","12,38","19,031966","11,7315","9,3","12,0",,"13,2251","4,39092","6,24634","10,9839","24,0836","18,4",,,"7,59",,"14,1473","14,3183","17,1",,,"8,97097","13,7457"
74,2018-01-03 21:00:00,"3,81465","7,325","11,4","23,2004","30,6062","16,7655",,"10,5","16,0","35,799","33,332",,,,"12,9517","11,7056","9,3","11,8267","13,985402","13,1","19,36235","11,17","21,05798","22,073645","14,791512","16,723446","11,692451","12,91","14,87","30,494448","10,4406","8,0","15,0",,"8,00048","4,64685","7,44608","11,8995","37,2076","18,6",,,"8,95",,"16,894","17,6148","17,9369",,,"6,81594","11,6873"
75,2018-01-03 22:00:00,"4,17046","7,92441","9,81467","20,0622","20,8041",,,"11,5","14,0","22,149","23,357",,,,"14,9548","11,7","10,1","10,4204","17,506658","12,1","24,122777","15,27","18,916725","20,678548","16,144704","20,639518","15,659355","17,09","18,68","27,310425","13,124","8,2","11,0",,"9,59509","4,4088","10,8744","15,015",,"14,3",,,"10,26",,"14,5634","10,5805","16,8573",,,"6,15168","7,43193"
76,2018-01-03 23:00:00,"3,08252","10,1536","9,15958","16,0791","16,3486",,,"10,4","14,0","14,799","27,632",,,,"18,0425","6,8448","7,8","11,1743","20,302949","13,0","26,656884","17,86","16,199863","21,499194","24,457167","24,191304","19,130397","19,62","22,23","20,411709","10,4261","7,3","12,0",,"12,0501","4,68294","11,6377","17,1978",,"15,3",,,"10,35",,"10,8934","22,4243","20,1681",,,"7,67942","5,2326"
77,2018-01-04 00:00:00,"2,23663","4,86846","15,1195","11,4925","10,1109",,,"9,0","13,0","12,699","14,807",,,,"11,2371","4,5","10,5","8,57927","16,678127","18,6","26,52351","23,95","10,397752","20,514419","27,066893","20,275232","16,775047","16,52","16,72","17,015418","4,56018","7,6","12,0",,"14,2731","5,27286","11,1487","14,7474",,"17,5",,,"10,2",,"11,8191","19,2267","24,7215",,,"7,44542","5,36231"
78,2018-01-04 01:00:00,"2,76582","8,19012","5,69494","8,5957","5,91",,,"9,3","9,0","7,449","7,682",,,,"9,17482","3,9","10,0","6,90311","17,817357","31,8","20,357525","15,63","10,92731","17,06771","19,720996","17,634161","13,675903","14,63","18,39","18,501295","7,88725","8,5","13,0",,"9,39406","5,49096","10,3338","14,3001",,"17,5",,,"10,06",,"10,4692","11,5452","25,946",,,"4,50408","3,89215"
79,2018-01-04 02:00:00,"3,20998","6,191","8,6","2,9228","2,7275",,,"15,6","3,0","5,349","4,832",,,,"5,07815","4,0","8,3","5,20593","13,77827","17,9","14,171021","13,86","9,891218","16,411194","19,0444","16,177018","13,675903","13,75","16,17","13,619127","8,23884","9,3","14,0",,"26,4545","5,71531","9,48708","12,4863",,"10,0",,,"8,57",,"8,55226","16,0066","25,0633",,,"4,05429","2,18917"
80,2018-01-04 03:00:00,"2,78393","3,47546","6,4","1,7158",,,,"8,5","3,0","3,249",,,,,"6,55022","7,9","5,9","4,53102","11,706943","16,3","8,641128","12,96","6,75992","15,508484","18,851087","13,080589","11,444519","11,59","13,74","9,373763","5,05363","10,3","13,0",,"11,1723","6,13902","9,15921","10,6833",,"8,7",,,"7,82",,"7,9","15,3122","18,6394",,,"7,98116","2,93546"
81,2018-01-04 04:00:00,"1,14967","1,80314","6,5","2,44","2,5",,,"10,1","3,0","4,299","0,557",,,,"5,31822","3,9","3,9","3,29365","11,085545","13,8","7,666472","10,89","4,906468","13,374806","15,951391","10,894875","9,585033","9,97","12,18","9,586031","4,08184","13,4","13,0",,"9,93553","6,07013","8,29257","8,06941",,"6,2",,,"6,98",,"8,57686","13,0042","13,5229",,,"10,0241","1,94954"
82,2018-01-04 05:00:00,"0,1","1,87983","4,56026",,,,,"9,4","2,0","3,249",,,,,"4,87603","3,9","3,9","3,04","8,185688","9,1","5,778716","9,86","4,515056","12,800355","15,274795","8,071661","7,353649","9,19","9,16","6,932679","6,09611","17,0","14,0",,"7,80049","7,3626","8,38311","6,53676",,"4,8",,,"5,41",,,"11,2277","8,98395",,,"9,13532","3,68184"
83,2018-01-04 06:00:00,"2,06133","3,28257","7,61358","3,0435",,"5,7405",,"8,8","4,0","1,149",,,,,"12,2861","3,9","4,1","3,04","7,046458","8,2","3,613953","8,92","4,75681","11,159065","14,888169","6,796661","5,742094","7,86","8,18","5,65907","8,18851","21,3","14,0",,"4,73504","7,30568","6,54569","7,05382",,"5,8",,,"4,8",,,"8,78299","7,15719",,,"7,25955","8,08239"
84,2018-01-04 07:00:00,"3,8","7,67405","6,6","6,5438",,,,"10,1","2,0","4,299","3,407",,,,"10,4569","3,9","4,2","3,22015","6,321494","7,8","4,619388","7,04","4,250277","10,666677","12,471755","6,432375","4,874334","6,94","7,41","6,18974","6,69232","14,4","13,0",,"16,1879","6,39546","7,17028","7,55143",,"6,7",,,"4,54",,"7,78728",,,,,"4,06806","5,53423"
85,2018-01-04 08:00:00,"11,4744","15,0383","7,60432","8,3543","5,5281","5,0405",,"8,7","2,0","8,499","7,682",,,,"14,5588","4,5","7,7","4,68673","6,010795","5,4","4,639907","7,84","5,83895","11,733516","11,795159","7,069875","4,874334","7,01","7,12","6,826545","8,52562","11,7","15,0",,"6,81967","6,38193","6,05245","9,01255",,"6,3",,,"4,66",,"8,83497",,,,,"4,46586","4,09611"
86,2018-01-04 09:00:00,"8,18225","8,63515","7,53212","10,1648","6,9284",,,"7,8","6,0","10,599","4,832",,,"4,06011","16,8278","10,3","10,7","9,4923","6,217927","5,6","4,937434","8,85","5,666268","11,733516","12,955038","6,978804","5,370197","7,27","7,85","8,100154","5,7145","10,8","10,0",,"11,1542","9,42023","8,29179","9,09675",,"4,6",,,"5,49",,"9,5","11,7748",,,,"5,37538","7,09392"
87,2018-01-04 10:00:00,"5,4","11,2925","6,00439","11,0097",,"7,578",,"8,7","6,0","13,749","6,257",,,"4,58482","16,8831","8,3","8,5","12,8593","6,217927","10,2","4,034594","10,02","5,470562","11,897645","12,761725","7,798446","5,86606","7,57","8,2","10,116702","7,47841","8,7","12,0",,"16,2151","12,9405","7,21713","13,7912",,"4,7",,,"5,41",,"10,6905","15,2062",,,,"5,00208","6,23855"
88,2018-01-04 11:00:00,"11,1749","8,15906","4,05284","10,2855","11,3839","4,3405",,"9,1","5,0","8,499","6,257",,,"5,77698","16,4353","7,2","9,1","10,8299","6,114361","9,6","2,957342","9,99","5,102174","11,651452","10,345311","8,253804","5,494163","6,81","7,08","9,7983","9,12463","8,3","12,0",,"11,2827","9,8988","8,13689","10,7992",,"7,6",,,"7,48",,"12,3301","17,4845",,,,"6,301","10,5442"
89,2018-01-04 12:00:00,"7,83568","10,3092","3,52941","10,5269","9,729","4,603",,"7,1","7,0","8,499","13,382",,,"7,8759","16,5481","5,4","12,7","10,4321","6,114361","7,2","2,865006","6,55","6,333971","11,897645","10,248654","8,982375","5,618128","6,94","6,93","8,206288","11,7986","8,3","12,0",,"11,5259","10,0864","8,87609","12,3364",,"8,5",,,"7,76",,"12,7634","12,8625",,,,"8,2956","10,2068"
90,2018-01-04 13:00:00,"6,35256","6,07473","11,8897","10,889","9,6017","5,7405",,"6,3","9,0","11,649","23,357",,,"6,70181","15,5113","3,9","12,2","9,10826","6,217927","8,6","3,429281","7,71","6,333971","12,800355","9,572059","11,623446","6,609854","7,68","7,19","7,569484","10,2507","6,3","10,0",,"11,0594","8,2874","10,4246","11,9447",,"8,1",,,"10,33",,"11,5","19,6882",,,,"9,5037","10,1237"
91,2018-01-04 14:00:00,"5,17333","7,472","13,8896","8,5957",,"6,703",,"7,0","9,0","16,899","21,932",,,"6,39045","15,8194","3,9","10,5","8,91414","6,839325","9,0","6,301953","15,26","8,993272","13,210677","11,601846","12,078804","7,105718","8,91","8,19","9,161495","7,84608","3,8","6,0",,"17,8712","7,08568","12,2712","8,91294","19,155","5,2",,,"11,24",,"10,7049","13,8777",,,,"7,31181","16,069"
92,2018-01-04 15:00:00,"10,7262","9,45485","8,12633","10,0441","11,8931","7,1405",,"9,3","8,0","22,149","19,082",,,"8,10727","15,1343","3,9","11,5","11,8866","7,874989","10,8","6,897006","15,03","10,881261","15,590548","12,568411","13,262732","7,105718","9,74","9,13","10,965775","3,8479","4,4","6,0",,"11,0955","8,53065","13,4843","8,96591","24,0819","8,1",,,"13,16",,"10,6348","16,0249",,,,"7,32135",
93,2018-01-04 16:00:00,"15,7038","14,8122","10,7274","13,4237","15,2029",,,"11,8","11,0","27,399","30,482",,,"16,9352","24,9585","13,3","11,7","22,0528","9,221351","10,3","6,650777","12,59","14,139193","22,073645","20,494248","12,169875","7,973478","10,38","11,5","13,512993","7,87422","5,4","6,0",,"14,8103","13,206","14,3646","9,52373",,"12,6",,,"15,41",,"9,56899","17,3029",,,,"9,00815",
94,2018-01-04 17:00:00,"15,9","15,7511","14,9997","12,3374","22,0771","10,903",,"16,3","11,0","32,649","36,182",,,"12,4578","34,7542","16,6","16,4","23,2731","12,224775","11,7","12,888579","12,22","14,852944","26,587194","24,36051","17,998446","10,82469","11,62","13,04","16,060211","15,4646","6,9","7,0",,"6,68996","19,8256","14,7301","9,79992","22,9516","15,6",,,"27,78",,"19,3021","20,4361",,,,"11,0756","17,1178"
95,2018-01-04 18:00:00,"29,9949","20,8302","15,6302","17,6482","29,5878",,,"14,3","10,0","41,049","49,007",,,"23,7388","41,7013","39,3","29,7","22,5547","14,192535","15,1","18,551846","20,79","13,31032","32,33171","19,141057","17,452018","12,436245","12,79","13,83","19,774904","14,743","8,9","9,0",,"18,6232","21,9418","15,2079","11,9072","37,2281","14,8",,,"24,1",,"18,2264","25,482",,,,"10,5067","15,3161"
96,2018-01-04 19:00:00,"21,9931","11,578","20,8877","18,4931","26,9145","11,3405",,"30,9","10,0","39,999","34,757",,,"32,565","44,9889","39,6","37,4","22,6495","15,74603","16,8","22,696701","18,28","12,354813","36,927323","21,654127","19,091304","12,064348","13,3","14,71","19,987173","14,8334","8,8","11,0",,"10,1733","27,3199","13,7371","16,0215","37,5757","17,3",,,"26,87",,"22,6898","20,5791",,,,"10,5726","19,0785"
97,2018-01-04 20:00:00,"16,2942","18,4338","22,6439","20,0622","21,186",,,"31,7","12,0","26,349","26,207",,,"18,1109","46,3113","26,7","41,5","21,4497","17,299525","21,6","22,819815","23,64","14,818408","29,623581","33,252912","17,998446","12,31228","13,57","16,02","19,987173","14,9432","12,0","12,0",,"20,8987","29,1849","14,0003","12,3477","26,844","12,0",,,"17,67",,"34,1367","25,806",,,,"12,4835","15,5778"
98,2018-01-04 21:00:00,"11,0593","21,6028","16,9087","15,2342","21,3133","12,653",,"24,3","14,0","29,499","29,057",,,"13,6798","40,1401","20,1","19,1","17,2409","21,027913","19,9","28,657495","16,49","13,644171","24,043194","36,442578","21,914518","13,304006","13,1","21,39","22,215989","15,5752","11,4","16,0",,"20,6323","45,3872","15,7131","13,1672","26,0309","18,6",,,"18,02",,"36,5052","22,192","10,8754",,,"22,0802","19,4879"
99,2018-01-04 22:00:00,"10,9901","21,5424","19,9415","17,7689","20,8041","3,553",,"29,8","13,0","28,449","30,482",,,"21,7927","31,1099","8,5","26,2","15,3719","21,856444","20,7","32,863907","19,56","13,390904","21,991581","29,289994","27,287732","19,502294","15,94","23,87","23,808","22,6276","13,3","14,0",,"23,2793","66,7252","17,2567","14,1629","14,0319","19,2",,,"17,06",,"17,6916","18,5582","16,7784",,,"20,2562","18,1492"
100,2018-01-04 23:00:00,"7,9","15,02","17,6452","17,6482","18,0035","17,553",,"25,0","17,0","26,349","20,507",,,"14,822","23,2573","15,8","31,2","14,5349","23,202806","15,8","46,488579","16,09","15,854499","21,909516","26,196984","29,291304","22,601438","20,64","23,57","22,534391","15,7814","14,3","16,0",,"28,0308","74,9299","16,4781","12,795",,"22,9",,,"15,03",,"28,2021","31,6147","15,0665",,,"16,6437","14,6269"
101,2018-01-05 00:00:00,"2,8","12,0401","14,2266","18,131","17,2397",,,"20,9","19,0","23,199","17,657",,,"3,56489","18,5037","12,1","23,6","12,4053","21,027913","22,5","31,940548","20,47","20,597495","25,027968","25,423732","28,744875","23,965061","21,67","23,71","25,081609","17,4477","13,5","12,0",,"21,4119","66,952","15,6384","13,0269",,"24,1",,,"10,82",,"23,4707","25,3369","17,1686",,,"12,5616","14,3505"
102,2018-01-05 01:00:00,"2,7","12,6453","15,9586","17,5275","17,6216","13,703",,"21,8","22,0","22,149","26,207",,,"5,5955","16,2932","9,1","17,2","7,51251","21,649311","17,8","26,379876","25,44","18,352631","21,499194","23,973884","26,012732","22,353506","20,68","22,37","22,534391","14,6715","13,1","17,0",,"17,3305","61,9083","15,9374","10,9776","12,7868","22,5",,,"9,9",,"15,8435","22,0856","17,8834",,,"15,6819","8,55623"
103,2018-01-05 02:00:00,"5,00439","3,72905","12,6821","20,0622","20,8041",,,"14,1","26,0","25,299","23,357",,,"6,13565","19,3088","6,8","19,8","6,35531","21,752877","18,7","25,795082","16,07","22,289777","16,739452","19,431026","24,555589","22,353506","20,42","22,06","21,260782","8,32425","18,0","29,0",,"12,5242","59,2628","18,3199","9,28331","11,1981","16,8",,,"10,27",,"12,2037","19,6519","18,4749",,,"20,269","6,36515"
104,2018-01-05 03:00:00,"5,72478","3,42495","6,7","17,1654","20,8041","16,678",,"15,2","27,0","21,099","24,782",,,"4,85822","19,525","6,5","18,8","6,347","20,613648","17,7","22,953189","15,97","27,493258","15,672613","17,304582","23,918089","23,593164","19,13","22,28","19,350368","4,63897","19,4","18,0",,"13,4799","38,5715","21,249","13,2044","10,8881","11,7",,,"11,95",,"9,23635","17,2935","18,5859",,,"4,80357","12,3388"
105,2018-01-05 04:00:00,"5,99302","2,24361","5,58825","16,8033","17,8762",,,"10,7","23,0","16,899","24,782",,,"3,87514","18,6243","6,4","18,3677","6,41691","16,781693","18,5","17,956792","16,93","23,44099","14,687839","17,207926","19,910946","21,113849","17,56","18,2","18,607429","10,6695","20,0","21,0",,"7,77471","21,4886","21,3872","12,072","17,3417","10,0",,,"11,71",,"8,66809","17,3083","19,6344",,,"6,83943","15,0136"
106,2018-01-05 05:00:00,"2,73329","8,61191","4,34814","16,6826","15,8394",,,"11,2","20,0","16,899","11,957",,,"5,13232","19,685","14,9","15,1","7,27027","13,881836","15,0","13,268182","15,86","20,942859","13,867194","16,53133","15,903804","16,775047","13,74","15,0","17,439954","10,3581","19,5","20,0",,"16,102","8,87524","18,6572","12,7828","9,35866","6,5",,,"11,17",,"8,21163","11,7164","22,0623",,,"9,11383","5,98329"
107,2018-01-05 06:00:00,"5,57303","13,8264","5,17918","15,4756","13,2934",,,"10,4","17,0","15,849","10,532",,,"7,48346","23,1878","8,5","17,8","8,26198","12,431907","18,6","11,934441","8,45","18,985797","13,621","15,661421","13,627018","13,427971","12,16","13,3","13,512993","10,0445","19,5","17,0",,"10,4115","8,63146","17,7741","9,28557","15,2","6,8",,,"12,53",,"10,1534","15,8","21,1473",,,"8,76928","6,67339"
108,2018-01-05 07:00:00,"3,99426","15,4","10,964","15,4756","13,8026",,,"8,3","15,0","14,799","13,382",,,"7,47028","29,5938","3,9","18,4","10,6952","11,914076","13,7","14,468548","10,07","16,786981","13,292742","16,048047","14,355589","11,692451","11,67","13,09","12,345518","10,5886","14,5","15,0",,"15,1622","8,45847","14,9797","11,1424",,"10,2",,,"13,29",,"11,6582","14,4","19,7151",,,"7,58584","5,36646"
109,2018-01-05 08:00:00,"6,67506","14,2394","13,7956","11,8546","13,548",,,"7,3","12,0","15,849","10,532",,,"8,57309","30,0069","3,9","23,6","13,3389","12,224775","14,0","20,849983","12,0","13,805341","16,739452","18,657774","15,994875","12,31228","12,5","13,87","16,060211","6,39932","13,0","10,0",,"11,8225","7,55866","16,3278","15,5448","20,3591","7,0",,,"14,01",,"10,542","12,8827","19,2709",,,"7,15303","5,66417"
